input
rotation 4-911-1 to 3-90-09  >> rotation: [ 4-911-1 ] -- [3-90-09 ] .
rotation 782-119-439 to 241-1-79  >> rotation: [ 782-119-439 ] -- [241-1-79 ] .
rotation 933-211-434 to 47-0-1  >> rotation: [ 933-211-434 ] -- [47-0-1 ] .
rotation 9-1-0 to 941-623-545  >> rotation: [ 9-1-0 ] -- [941-623-545 ] .
rotation 0-64-30  >> rotation: [ 0-64-30 ] .
rotation 32-617-85 to 807-303-0  >> rotation: [ 32-617-85 ] -- [807-303-0 ] .
rotation 092-51-6 to 3-4-47  >> rotation: [ 092-51-6 ] -- [3-4-47 ] .
rotation 943-0-146 to 10-288-2  >> rotation: [ 943-0-146 ] -- [10-288-2 ] .
rotation 492-267-631 to 73-12-136  >> rotation: [ 492-267-631 ] -- [73-12-136 ] .
rotation 3-435-563 to 180-297-28  >> rotation: [ 3-435-563 ] -- [180-297-28 ] .
rotation 2-757-04  >> rotation: [ 2-757-04 ] .
rotation 769-3-70 to 117-071-235  >> rotation: [ 769-3-70 ] -- [117-071-235 ] .
rotation 31-28-734  >> rotation: [ 31-28-734 ] .
rotation 6-8-2 to 175-575-974  >> rotation: [ 6-8-2 ] -- [175-575-974 ] .
rotation 0-021-030 to 5-692-2  >> rotation: [ 0-021-030 ] -- [5-692-2 ] .
rotation 839-7-228 to 3-647-14  >> rotation: [ 839-7-228 ] -- [3-647-14 ] .
rotation 33-745-51 to 80-100-0  >> rotation: [ 33-745-51 ] -- [80-100-0 ] .
rotation 80-33-14  >> rotation: [ 80-33-14 ] .
rotation 88-133-3  >> rotation: [ 88-133-3 ] .
rotation 518-02-503  >> rotation: [ 518-02-503 ] .
rotation 2-0-718  >> rotation: [ 2-0-718 ] .
rotation 89-914-60  >> rotation: [ 89-914-60 ] .
rotation 30-58-168  >> rotation: [ 30-58-168 ] .
rotation 38-08-63 to 62-12-5  >> rotation: [ 38-08-63 ] -- [62-12-5 ] .
rotation 0-7-231  >> rotation: [ 0-7-231 ] .
rotation 7-097-324 to 167-4-82  >> rotation: [ 7-097-324 ] -- [167-4-82 ] .
rotation 1-01-381  >> rotation: [ 1-01-381 ] .
rotation 14-9-966 to 96-849-3  >> rotation: [ 14-9-966 ] -- [96-849-3 ] .
rotation 194-58-5 to 31-4-348  >> rotation: [ 194-58-5 ] -- [31-4-348 ] .
rotation 570-02-925 to 076-682-1  >> rotation: [ 570-02-925 ] -- [076-682-1 ] .
rotation 341-36-00 to 17-5-2  >> rotation: [ 341-36-00 ] -- [17-5-2 ] .
rotation 406-732-711  >> rotation: [ 406-732-711 ] .
rotation 16-5-5 to 06-186-58  >> rotation: [ 16-5-5 ] -- [06-186-58 ] .
rotation 686-4-860  >> rotation: [ 686-4-860 ] .
rotation 47-978-4 to 008-06-9  >> rotation: [ 47-978-4 ] -- [008-06-9 ] .
rotation 55-5-18 to 71-7-0  >> rotation: [ 55-5-18 ] -- [71-7-0 ] .
rotation 62-142-2 to 978-4-794  >> rotation: [ 62-142-2 ] -- [978-4-794 ] .
rotation 935-62-91  >> rotation: [ 935-62-91 ] .
rotation 03-31-705 to 253-20-80  >> rotation: [ 03-31-705 ] -- [253-20-80 ] .
rotation 40-3-02  >> rotation: [ 40-3-02 ] .
rotation 7-678-39  >> rotation: [ 7-678-39 ] .
rotation 31-44-304 to 7-5-88  >> rotation: [ 31-44-304 ] -- [7-5-88 ] .
rotation 40-40-05 to 688-374-77  >> rotation: [ 40-40-05 ] -- [688-374-77 ] .
rotation 0-0-95  >> rotation: [ 0-0-95 ] .
rotation 62-49-131  >> rotation: [ 62-49-131 ] .
rotation 605-104-826  >> rotation: [ 605-104-826 ] .
rotation 114-97-8 to 4-3-32  >> rotation: [ 114-97-8 ] -- [4-3-32 ] .
rotation 9-968-742  >> rotation: [ 9-968-742 ] .
rotation 61-04-5  >> rotation: [ 61-04-5 ] .
rotation 8-637-3  >> rotation: [ 8-637-3 ] .
rotation 21-63-2  >> rotation: [ 21-63-2 ] .
rotation 098-239-88 to 38-70-996  >> rotation: [ 098-239-88 ] -- [38-70-996 ] .
rotation 9-718-320 to 688-1-205  >> rotation: [ 9-718-320 ] -- [688-1-205 ] .
rotation 01-021-292  >> rotation: [ 01-021-292 ] .
rotation 359-40-108  >> rotation: [ 359-40-108 ] .
rotation 4-6-74 to 16-24-31  >> rotation: [ 4-6-74 ] -- [16-24-31 ] .
rotation 4-16-212 to 33-7-22  >> rotation: [ 4-16-212 ] -- [33-7-22 ] .
rotation 398-7-493 to 154-14-0  >> rotation: [ 398-7-493 ] -- [154-14-0 ] .
rotation 1-4-97 to 3-2-90  >> rotation: [ 1-4-97 ] -- [3-2-90 ] .
rotation 2-738-82 to 978-33-3  >> rotation: [ 2-738-82 ] -- [978-33-3 ] .
rotation 5-184-924  >> rotation: [ 5-184-924 ] .
rotation 07-60-3 to 97-453-627  >> rotation: [ 07-60-3 ] -- [97-453-627 ] .
rotation 60-1-8 to 8-80-8  >> rotation: [ 60-1-8 ] -- [8-80-8 ] .
rotation 796-643-3  >> rotation: [ 796-643-3 ] .
rotation 159-512-0 to 7-74-89  >> rotation: [ 159-512-0 ] -- [7-74-89 ] .
rotation 5-18-7  >> rotation: [ 5-18-7 ] .
rotation 5-84-9 to 58-905-6  >> rotation: [ 5-84-9 ] -- [58-905-6 ] .
rotation 915-157-07 to 78-654-7  >> rotation: [ 915-157-07 ] -- [78-654-7 ] .
rotation 015-9-69  >> rotation: [ 015-9-69 ] .
rotation 0-05-537 to 3-04-51  >> rotation: [ 0-05-537 ] -- [3-04-51 ] .
rotation 9-1-09  >> rotation: [ 9-1-09 ] .
rotation 472-173-4  >> rotation: [ 472-173-4 ] .
rotation 6-83-131 to 29-943-322  >> rotation: [ 6-83-131 ] -- [29-943-322 ] .
rotation 4-5-01  >> rotation: [ 4-5-01 ] .
rotation 505-5-9 to 9-40-9  >> rotation: [ 505-5-9 ] -- [9-40-9 ] .
rotation 632-90-082 to 074-42-79  >> rotation: [ 632-90-082 ] -- [074-42-79 ] .
rotation 5-373-32 to 936-911-455  >> rotation: [ 5-373-32 ] -- [936-911-455 ] .
rotation 1-8-135  >> rotation: [ 1-8-135 ] .
rotation 05-94-19  >> rotation: [ 05-94-19 ] .
rotation 681-3-4  >> rotation: [ 681-3-4 ] .
rotation 8-0-85  >> rotation: [ 8-0-85 ] .
rotation 65-36-90  >> rotation: [ 65-36-90 ] .
rotation 421-317-92  >> rotation: [ 421-317-92 ] .
rotation 6-8-4 to 884-35-841  >> rotation: [ 6-8-4 ] -- [884-35-841 ] .
rotation 6-94-67 to 46-8-845  >> rotation: [ 6-94-67 ] -- [46-8-845 ] .
rotation 579-65-1  >> rotation: [ 579-65-1 ] .
rotation 8-486-68 to 5-329-08  >> rotation: [ 8-486-68 ] -- [5-329-08 ] .
rotation 0-0-10  >> rotation: [ 0-0-10 ] .
rotation 286-46-2  >> rotation: [ 286-46-2 ] .
rotation 4-2-3  >> rotation: [ 4-2-3 ] .
rotation 5-5-554 to 747-000-650  >> rotation: [ 5-5-554 ] -- [747-000-650 ] .
rotation 865-9-522 to 7-097-540  >> rotation: [ 865-9-522 ] -- [7-097-540 ] .
rotation 45-8-96  >> rotation: [ 45-8-96 ] .
rotation 0-48-442 to 3-2-308  >> rotation: [ 0-48-442 ] -- [3-2-308 ] .
rotation 62-56-632  >> rotation: [ 62-56-632 ] .
rotation 3-4-086 to 4-51-0  >> rotation: [ 3-4-086 ] -- [4-51-0 ] .
rotation 944-789-2  >> rotation: [ 944-789-2 ] .
rotation 33-477-62  >> rotation: [ 33-477-62 ] .
rotation 104-45-43 to 689-203-8  >> rotation: [ 104-45-43 ] -- [689-203-8 ] .
rotation 106-02-2  >> rotation: [ 106-02-2 ] .
rotation 390-98-7  >> rotation: [ 390-98-7 ] .
rotation 1-9-26 to 35-2-7  >> rotation: [ 1-9-26 ] -- [35-2-7 ] .
rotation 819-8-9  >> rotation: [ 819-8-9 ] .
rotation 2-31-026  >> rotation: [ 2-31-026 ] .
rotation 70-82-58 to 751-02-946  >> rotation: [ 70-82-58 ] -- [751-02-946 ] .
rotation 440-8-486  >> rotation: [ 440-8-486 ] .
rotation 650-26-968  >> rotation: [ 650-26-968 ] .
rotation 4-0-41  >> rotation: [ 4-0-41 ] .
rotation 22-193-59  >> rotation: [ 22-193-59 ] .
rotation 7-00-6 to 2-20-97  >> rotation: [ 7-00-6 ] -- [2-20-97 ] .
rotation 9-63-332 to 810-1-2  >> rotation: [ 9-63-332 ] -- [810-1-2 ] .
rotation 74-6-458 to 452-335-49  >> rotation: [ 74-6-458 ] -- [452-335-49 ] .
rotation 69-40-76 to 369-2-148  >> rotation: [ 69-40-76 ] -- [369-2-148 ] .
rotation 91-4-46  >> rotation: [ 91-4-46 ] .
rotation 050-041-62  >> rotation: [ 050-041-62 ] .
rotation 4-95-00  >> rotation: [ 4-95-00 ] .
rotation 0-439-0 to 2-7-244  >> rotation: [ 0-439-0 ] -- [2-7-244 ] .
rotation 5-4-4 to 06-7-829  >> rotation: [ 5-4-4 ] -- [06-7-829 ] .
rotation 4-9-139 to 173-448-19  >> rotation: [ 4-9-139 ] -- [173-448-19 ] .
rotation 06-71-521  >> rotation: [ 06-71-521 ] .
rotation 0-193-696  >> rotation: [ 0-193-696 ] .
rotation 36-35-995 to 671-72-66  >> rotation: [ 36-35-995 ] -- [671-72-66 ] .
rotation 8-3-1 to 977-108-52  >> rotation: [ 8-3-1 ] -- [977-108-52 ] .
rotation 8-4-5  >> rotation: [ 8-4-5 ] .
rotation 175-0-4 to 09-2-38  >> rotation: [ 175-0-4 ] -- [09-2-38 ] .
rotation 46-5-63  >> rotation: [ 46-5-63 ] .
rotation 7-85-001  >> rotation: [ 7-85-001 ] .
rotation 4-023-1  >> rotation: [ 4-023-1 ] .
rotation 36-3-59  >> rotation: [ 36-3-59 ] .
rotation 5-345-5 to 321-8-008  >> rotation: [ 5-345-5 ] -- [321-8-008 ] .
rotation 7-80-68  >> rotation: [ 7-80-68 ] .
rotation 6-08-43  >> rotation: [ 6-08-43 ] .
rotation 65-10-26 to 1-022-8  >> rotation: [ 65-10-26 ] -- [1-022-8 ] .
rotation 2-3-365 to 6-38-0  >> rotation: [ 2-3-365 ] -- [6-38-0 ] .
rotation 49-560-81 to 4-07-991  >> rotation: [ 49-560-81 ] -- [4-07-991 ] .
rotation 436-3-55 to 5-08-825  >> rotation: [ 436-3-55 ] -- [5-08-825 ] .
rotation 059-57-677  >> rotation: [ 059-57-677 ] .
rotation 286-8-23  >> rotation: [ 286-8-23 ] .
rotation 39-844-4 to 9-8-57  >> rotation: [ 39-844-4 ] -- [9-8-57 ] .
rotation 868-46-074 to 19-622-133  >> rotation: [ 868-46-074 ] -- [19-622-133 ] .
rotation 94-21-89 to 5-1-9  >> rotation: [ 94-21-89 ] -- [5-1-9 ] .
rotation 45-9-0 to 446-146-034  >> rotation: [ 45-9-0 ] -- [446-146-034 ] .
rotation 66-50-554  >> rotation: [ 66-50-554 ] .
rotation 844-49-43  >> rotation: [ 844-49-43 ] .
rotation 4-09-799 to 6-624-3  >> rotation: [ 4-09-799 ] -- [6-624-3 ] .
rotation 083-4-302  >> rotation: [ 083-4-302 ] .
rotation 187-07-972  >> rotation: [ 187-07-972 ] .
rotation 647-2-746  >> rotation: [ 647-2-746 ] .
rotation 852-859-371 to 747-10-486  >> rotation: [ 852-859-371 ] -- [747-10-486 ] .
rotation 8-6-6 to 625-160-646  >> rotation: [ 8-6-6 ] -- [625-160-646 ] .
rotation 8-486-5 to 4-22-9  >> rotation: [ 8-486-5 ] -- [4-22-9 ] .
rotation 656-559-7 to 5-87-9  >> rotation: [ 656-559-7 ] -- [5-87-9 ] .
rotation 3-96-183 to 9-53-5  >> rotation: [ 3-96-183 ] -- [9-53-5 ] .
rotation 7-922-021  >> rotation: [ 7-922-021 ] .
rotation 74-89-1  >> rotation: [ 74-89-1 ] .
rotation 840-523-005  >> rotation: [ 840-523-005 ] .
rotation 805-603-60 to 8-533-10  >> rotation: [ 805-603-60 ] -- [8-533-10 ] .
rotation 280-139-84  >> rotation: [ 280-139-84 ] .
rotation 7-0-573  >> rotation: [ 7-0-573 ] .
rotation 904-271-66  >> rotation: [ 904-271-66 ] .
rotation 831-03-89  >> rotation: [ 831-03-89 ] .
rotation 4-00-445  >> rotation: [ 4-00-445 ] .
rotation 5-30-6 to 4-8-361  >> rotation: [ 5-30-6 ] -- [4-8-361 ] .
rotation 797-488-703  >> rotation: [ 797-488-703 ] .
rotation 07-84-927  >> rotation: [ 07-84-927 ] .
rotation 9-69-0 to 022-43-09  >> rotation: [ 9-69-0 ] -- [022-43-09 ] .
rotation 36-61-89  >> rotation: [ 36-61-89 ] .
rotation 685-5-613  >> rotation: [ 685-5-613 ] .
rotation 24-779-7 to 3-886-17  >> rotation: [ 24-779-7 ] -- [3-886-17 ] .
rotation 6-398-86  >> rotation: [ 6-398-86 ] .
rotation 9-00-4 to 2-630-4  >> rotation: [ 9-00-4 ] -- [2-630-4 ] .
rotation 717-831-4  >> rotation: [ 717-831-4 ] .
rotation 3-208-60 to 969-7-636  >> rotation: [ 3-208-60 ] -- [969-7-636 ] .
rotation 707-73-78 to 0-51-2  >> rotation: [ 707-73-78 ] -- [0-51-2 ] .
rotation 346-08-268  >> rotation: [ 346-08-268 ] .
rotation 758-35-959 to 027-96-926  >> rotation: [ 758-35-959 ] -- [027-96-926 ] .
rotation 530-3-101 to 979-19-2  >> rotation: [ 530-3-101 ] -- [979-19-2 ] .
rotation 23-67-80  >> rotation: [ 23-67-80 ] .
rotation 9-204-2  >> rotation: [ 9-204-2 ] .
rotation 17-7-92 to 790-44-202  >> rotation: [ 17-7-92 ] -- [790-44-202 ] .
rotation 27-552-45  >> rotation: [ 27-552-45 ] .
rotation 9-37-002  >> rotation: [ 9-37-002 ] .
rotation 616-64-598 to 2-749-838  >> rotation: [ 616-64-598 ] -- [2-749-838 ] .
rotation 618-74-196  >> rotation: [ 618-74-196 ] .
rotation 7-55-11 to 60-3-80  >> rotation: [ 7-55-11 ] -- [60-3-80 ] .
rotation 375-559-99 to 8-111-066  >> rotation: [ 375-559-99 ] -- [8-111-066 ] .
rotation 199-32-015 to 66-36-3  >> rotation: [ 199-32-015 ] -- [66-36-3 ] .
rotation 829-1-879  >> rotation: [ 829-1-879 ] .
rotation 1-920-23  >> rotation: [ 1-920-23 ] .
rotation 465-1-814 to 681-14-6  >> rotation: [ 465-1-814 ] -- [681-14-6 ] .
rotation 257-97-399  >> rotation: [ 257-97-399 ] .
rotation 660-4-5 to 751-494-96  >> rotation: [ 660-4-5 ] -- [751-494-96 ] .
rotation 5-2-812  >> rotation: [ 5-2-812 ] .
rotation 5-631-92  >> rotation: [ 5-631-92 ] .
rotation 669-218-324 to 5-387-23  >> rotation: [ 669-218-324 ] -- [5-387-23 ] .
rotation 3-80-774 to 880-20-0  >> rotation: [ 3-80-774 ] -- [880-20-0 ] .
rotation 9-1-6  >> rotation: [ 9-1-6 ] .
rotation 111-37-579  >> rotation: [ 111-37-579 ] .
rotation 92-73-5  >> rotation: [ 92-73-5 ] .
rotation 946-3-0  >> rotation: [ 946-3-0 ] .
rotation 13-381-5  >> rotation: [ 13-381-5 ] .
rotation 9-0-55  >> rotation: [ 9-0-55 ] .
rotation 3-099-7 to 64-776-05  >> rotation: [ 3-099-7 ] -- [64-776-05 ] .
rotation 845-3-723  >> rotation: [ 845-3-723 ] .
rotation 9-38-7 to 197-3-045  >> rotation: [ 9-38-7 ] -- [197-3-045 ] .
rotation 6-1-057 to 04-154-699  >> rotation: [ 6-1-057 ] -- [04-154-699 ] .
rotation 052-242-9  >> rotation: [ 052-242-9 ] .
rotation 2-395-430  >> rotation: [ 2-395-430 ] .
rotation 575-005-41  >> rotation: [ 575-005-41 ] .
rotation 60-9-33 to 19-6-999  >> rotation: [ 60-9-33 ] -- [19-6-999 ] .
rotation 55-8-1 to 35-794-5  >> rotation: [ 55-8-1 ] -- [35-794-5 ] .
rotation 4-7-665  >> rotation: [ 4-7-665 ] .
rotation 3-4-14 to 636-78-255  >> rotation: [ 3-4-14 ] -- [636-78-255 ] .
rotation 72-599-0 to 77-727-900  >> rotation: [ 72-599-0 ] -- [77-727-900 ] .
rotation 624-7-25 to 393-5-63  >> rotation: [ 624-7-25 ] -- [393-5-63 ] .
rotation 07-81-53  >> rotation: [ 07-81-53 ] .
rotation 1-4-567  >> rotation: [ 1-4-567 ] .
rotation 1-526-14 to 72-64-525  >> rotation: [ 1-526-14 ] -- [72-64-525 ] .
rotation 92-86-691  >> rotation: [ 92-86-691 ] .
rotation 15-4-49  >> rotation: [ 15-4-49 ] .
rotation 989-0-778  >> rotation: [ 989-0-778 ] .
rotation 5-04-512 to 7-7-8  >> rotation: [ 5-04-512 ] -- [7-7-8 ] .
rotation 8-1-35  >> rotation: [ 8-1-35 ] .
rotation 10-014-3  >> rotation: [ 10-014-3 ] .
rotation 6-225-86  >> rotation: [ 6-225-86 ] .
rotation 34-3-9 to 00-820-396  >> rotation: [ 34-3-9 ] -- [00-820-396 ] .
rotation 65-79-91 to 03-8-6  >> rotation: [ 65-79-91 ] -- [03-8-6 ] .
rotation 4-45-40  >> rotation: [ 4-45-40 ] .
rotation 39-5-86  >> rotation: [ 39-5-86 ] .
rotation 2-7-11  >> rotation: [ 2-7-11 ] .
rotation 52-2-90  >> rotation: [ 52-2-90 ] .
rotation 55-776-246  >> rotation: [ 55-776-246 ] .
rotation 94-21-26 to 1-13-564  >> rotation: [ 94-21-26 ] -- [1-13-564 ] .
rotation 375-91-2  >> rotation: [ 375-91-2 ] .
rotation 1-67-4 to 4-3-70  >> rotation: [ 1-67-4 ] -- [4-3-70 ] .
rotation 98-6-5  >> rotation: [ 98-6-5 ] .
rotation 1-69-44 to 89-886-9  >> rotation: [ 1-69-44 ] -- [89-886-9 ] .
rotation 839-15-77 to 700-2-733  >> rotation: [ 839-15-77 ] -- [700-2-733 ] .
rotation 10-6-86  >> rotation: [ 10-6-86 ] .
rotation 8-2-711 to 5-65-280  >> rotation: [ 8-2-711 ] -- [5-65-280 ] .
rotation 907-1-785  >> rotation: [ 907-1-785 ] .
rotation 7-70-032  >> rotation: [ 7-70-032 ] .
rotation 675-577-8  >> rotation: [ 675-577-8 ] .
rotation 0-08-109 to 26-51-438  >> rotation: [ 0-08-109 ] -- [26-51-438 ] .
rotation 55-57-7 to 47-429-084  >> rotation: [ 55-57-7 ] -- [47-429-084 ] .
rotation 7-80-22  >> rotation: [ 7-80-22 ] .
rotation 185-701-7 to 866-89-053  >> rotation: [ 185-701-7 ] -- [866-89-053 ] .
rotation 751-0-672  >> rotation: [ 751-0-672 ] .
rotation 9-78-65  >> rotation: [ 9-78-65 ] .
rotation 50-24-2 to 8-303-244  >> rotation: [ 50-24-2 ] -- [8-303-244 ] .
rotation 6-632-580  >> rotation: [ 6-632-580 ] .
rotation 1-1-40  >> rotation: [ 1-1-40 ] .
rotation 45-673-22 to 29-32-45  >> rotation: [ 45-673-22 ] -- [29-32-45 ] .
rotation 2-79-59 to 183-706-1  >> rotation: [ 2-79-59 ] -- [183-706-1 ] .
rotation 032-3-61  >> rotation: [ 032-3-61 ] .
rotation 78-27-068 to 74-78-7  >> rotation: [ 78-27-068 ] -- [74-78-7 ] .
rotation 0-355-2 to 83-067-24  >> rotation: [ 0-355-2 ] -- [83-067-24 ] .
rotation 86-15-854  >> rotation: [ 86-15-854 ] .
rotation 03-3-030  >> rotation: [ 03-3-030 ] .
rotation 818-952-41  >> rotation: [ 818-952-41 ] .
rotation 00-84-6  >> rotation: [ 00-84-6 ] .
rotation 368-9-764  >> rotation: [ 368-9-764 ] .
rotation 9-73-720 to 4-69-344  >> rotation: [ 9-73-720 ] -- [4-69-344 ] .
rotation 0-529-2 to 324-75-429  >> rotation: [ 0-529-2 ] -- [324-75-429 ] .
rotation 029-75-47 to 81-482-416  >> rotation: [ 029-75-47 ] -- [81-482-416 ] .
rotation 3-9-238  >> rotation: [ 3-9-238 ] .
rotation 1-077-09  >> rotation: [ 1-077-09 ] .
rotation 744-06-59  >> rotation: [ 744-06-59 ] .
rotation 1-4-327  >> rotation: [ 1-4-327 ] .
rotation 059-5-7 to 53-87-21  >> rotation: [ 059-5-7 ] -- [53-87-21 ] .
rotation 814-74-37  >> rotation: [ 814-74-37 ] .
rotation 67-2-199  >> rotation: [ 67-2-199 ] .
rotation 5-2-8  >> rotation: [ 5-2-8 ] .
rotation 9-59-5  >> rotation: [ 9-59-5 ] .
rotation 5-1-28 to 005-42-53  >> rotation: [ 5-1-28 ] -- [005-42-53 ] .
rotation 62-33-2 to 44-983-928  >> rotation: [ 62-33-2 ] -- [44-983-928 ] .
rotation 4-9-7  >> rotation: [ 4-9-7 ] .
rotation 45-7-035  >> rotation: [ 45-7-035 ] .
rotation 21-239-5  >> rotation: [ 21-239-5 ] .
rotation 3-5-14  >> rotation: [ 3-5-14 ] .
rotation 98-538-26 to 09-788-99  >> rotation: [ 98-538-26 ] -- [09-788-99 ] .
rotation 80-576-98  >> rotation: [ 80-576-98 ] .
rotation 48-9-8 to 9-7-288  >> rotation: [ 48-9-8 ] -- [9-7-288 ] .
rotation 852-7-7 to 12-47-679  >> rotation: [ 852-7-7 ] -- [12-47-679 ] .
rotation 72-245-919 to 767-8-5  >> rotation: [ 72-245-919 ] -- [767-8-5 ] .
rotation 12-7-062 to 52-419-33  >> rotation: [ 12-7-062 ] -- [52-419-33 ] .
rotation 8-553-66 to 18-3-04  >> rotation: [ 8-553-66 ] -- [18-3-04 ] .
rotation 28-799-77  >> rotation: [ 28-799-77 ] .
rotation 77-78-2 to 7-01-4  >> rotation: [ 77-78-2 ] -- [7-01-4 ] .
rotation 47-4-886 to 1-17-618  >> rotation: [ 47-4-886 ] -- [1-17-618 ] .
rotation 48-79-02 to 7-25-24  >> rotation: [ 48-79-02 ] -- [7-25-24 ] .
rotation 045-46-7 to 710-392-22  >> rotation: [ 045-46-7 ] -- [710-392-22 ] .
rotation 54-49-4 to 15-579-447  >> rotation: [ 54-49-4 ] -- [15-579-447 ] .
rotation 41-3-370  >> rotation: [ 41-3-370 ] .
rotation 3-86-906 to 360-997-1  >> rotation: [ 3-86-906 ] -- [360-997-1 ] .
rotation 047-740-02  >> rotation: [ 047-740-02 ] .
rotation 5-742-1  >> rotation: [ 5-742-1 ] .
rotation 7-76-278  >> rotation: [ 7-76-278 ] .
rotation 76-97-5 to 951-97-6  >> rotation: [ 76-97-5 ] -- [951-97-6 ] .
rotation 2-157-9 to 267-661-579  >> rotation: [ 2-157-9 ] -- [267-661-579 ] .
rotation 354-10-3  >> rotation: [ 354-10-3 ] .
rotation 6-5-886  >> rotation: [ 6-5-886 ] .
rotation 156-144-185  >> rotation: [ 156-144-185 ] .
rotation 334-5-9  >> rotation: [ 334-5-9 ] .
rotation 215-213-21  >> rotation: [ 215-213-21 ] .
rotation 08-308-240 to 39-8-05  >> rotation: [ 08-308-240 ] -- [39-8-05 ] .
rotation 02-132-77 to 679-94-010  >> rotation: [ 02-132-77 ] -- [679-94-010 ] .
rotation 4-759-8 to 5-448-105  >> rotation: [ 4-759-8 ] -- [5-448-105 ] .
rotation 59-7-435 to 23-43-18  >> rotation: [ 59-7-435 ] -- [23-43-18 ] .
rotation 226-17-2  >> rotation: [ 226-17-2 ] .
rotation 39-8-7  >> rotation: [ 39-8-7 ] .
rotation 9-882-8 to 81-21-4  >> rotation: [ 9-882-8 ] -- [81-21-4 ] .
rotation 672-65-03 to 608-979-304  >> rotation: [ 672-65-03 ] -- [608-979-304 ] .
rotation 064-8-4 to 7-3-44  >> rotation: [ 064-8-4 ] -- [7-3-44 ] .
rotation 830-6-71 to 23-53-194  >> rotation: [ 830-6-71 ] -- [23-53-194 ] .
rotation 3-4-93  >> rotation: [ 3-4-93 ] .
rotation 65-162-873 to 855-670-25  >> rotation: [ 65-162-873 ] -- [855-670-25 ] .
rotation 3-9-9  >> rotation: [ 3-9-9 ] .
rotation 292-649-8  >> rotation: [ 292-649-8 ] .
rotation 74-43-9 to 4-747-431  >> rotation: [ 74-43-9 ] -- [4-747-431 ] .
rotation 3-700-5  >> rotation: [ 3-700-5 ] .
rotation 130-7-367 to 023-78-7  >> rotation: [ 130-7-367 ] -- [023-78-7 ] .
rotation 534-532-3 to 745-30-2  >> rotation: [ 534-532-3 ] -- [745-30-2 ] .
rotation 4-8-09  >> rotation: [ 4-8-09 ] .
rotation 84-37-296  >> rotation: [ 84-37-296 ] .
rotation 124-322-944 to 4-77-1  >> rotation: [ 124-322-944 ] -- [4-77-1 ] .
rotation 5-145-87  >> rotation: [ 5-145-87 ] .
rotation 885-64-614  >> rotation: [ 885-64-614 ] .
rotation 94-382-47  >> rotation: [ 94-382-47 ] .
rotation 58-81-8  >> rotation: [ 58-81-8 ] .
rotation 555-02-25  >> rotation: [ 555-02-25 ] .
rotation 5-08-90 to 68-3-58  >> rotation: [ 5-08-90 ] -- [68-3-58 ] .
rotation 9-37-535 to 69-671-037  >> rotation: [ 9-37-535 ] -- [69-671-037 ] .
rotation 98-50-697 to 144-1-686  >> rotation: [ 98-50-697 ] -- [144-1-686 ] .
rotation 3-83-16  >> rotation: [ 3-83-16 ] .
rotation 64-0-24  >> rotation: [ 64-0-24 ] .
rotation 79-109-36 to 1-689-261  >> rotation: [ 79-109-36 ] -- [1-689-261 ] .
rotation 83-428-017 to 61-06-736  >> rotation: [ 83-428-017 ] -- [61-06-736 ] .
rotation 63-218-08  >> rotation: [ 63-218-08 ] .
rotation 43-54-71 to 2-90-757  >> rotation: [ 43-54-71 ] -- [2-90-757 ] .
rotation 69-4-6  >> rotation: [ 69-4-6 ] .
rotation 56-845-8  >> rotation: [ 56-845-8 ] .
rotation 5-2-76 to 3-1-447  >> rotation: [ 5-2-76 ] -- [3-1-447 ] .
rotation 55-0-69  >> rotation: [ 55-0-69 ] .
rotation 377-8-2  >> rotation: [ 377-8-2 ] .
rotation 5-293-041 to 495-14-5  >> rotation: [ 5-293-041 ] -- [495-14-5 ] .
rotation 239-520-880 to 51-573-3  >> rotation: [ 239-520-880 ] -- [51-573-3 ] .
rotation 5-035-8 to 141-802-865  >> rotation: [ 5-035-8 ] -- [141-802-865 ] .
rotation 00-872-4  >> rotation: [ 00-872-4 ] .
rotation 880-3-2 to 28-39-42  >> rotation: [ 880-3-2 ] -- [28-39-42 ] .
rotation 914-1-797 to 8-873-6  >> rotation: [ 914-1-797 ] -- [8-873-6 ] .
rotation 6-149-003  >> rotation: [ 6-149-003 ] .
rotation 8-626-17  >> rotation: [ 8-626-17 ] .
rotation 91-92-65  >> rotation: [ 91-92-65 ] .
rotation 240-5-0  >> rotation: [ 240-5-0 ] .
rotation 2-61-780  >> rotation: [ 2-61-780 ] .
rotation 7-7-59  >> rotation: [ 7-7-59 ] .
rotation 488-356-911 to 12-07-84  >> rotation: [ 488-356-911 ] -- [12-07-84 ] .
rotation 41-20-5 to 72-4-99  >> rotation: [ 41-20-5 ] -- [72-4-99 ] .
rotation 4-64-931 to 36-7-3  >> rotation: [ 4-64-931 ] -- [36-7-3 ] .
rotation 63-563-09  >> rotation: [ 63-563-09 ] .
rotation 6-812-30  >> rotation: [ 6-812-30 ] .
rotation 01-828-6  >> rotation: [ 01-828-6 ] .
rotation 9-77-789  >> rotation: [ 9-77-789 ] .
rotation 736-414-146  >> rotation: [ 736-414-146 ] .
rotation 5-942-5  >> rotation: [ 5-942-5 ] .
rotation 101-642-5 to 7-7-836  >> rotation: [ 101-642-5 ] -- [7-7-836 ] .
rotation 99-98-41 to 296-37-207  >> rotation: [ 99-98-41 ] -- [296-37-207 ] .
